state_id,label_id,label_name,count,row_total,row_fraction,dominant_label_id,dominant_label_name
56,5,Movement time,277,3525,0.07858156028368794,2,N2
56,6,unknown_stage,4,3525,0.0011347517730496454,2,N2
57,0,Awake,6,42,0.14285714285714285,2,N2
57,1,N1,5,42,0.11904761904761904,2,N2
57,2,N2,15,42,0.35714285714285715,2,N2
57,3,N3,7,42,0.16666666666666666,2,N2
57,4,REM,5,42,0.11904761904761904,2,N2
57,5,Movement time,4,42,0.09523809523809523,2,N2
57,6,unknown_stage,0,42,0.0,2,N2
58,0,Awake,9,39,0.23076923076923078,2,N2
58,1,N1,3,39,0.07692307692307693,2,N2
58,2,N2,18,39,0.46153846153846156,2,N2
58,3,N3,2,39,0.05128205128205128,2,N2
58,4,REM,6,39,0.15384615384615385,2,N2
58,5,Movement time,1,39,0.02564102564102564,2,N2
58,6,unknown_stage,0,39,0.0,2,N2
59,0,Awake,76,325,0.23384615384615384,2,N2
59,1,N1,32,325,0.09846153846153846,2,N2
59,2,N2,123,325,0.37846153846153846,2,N2
59,3,N3,24,325,0.07384615384615385,2,N2
59,4,REM,46,325,0.14153846153846153,2,N2
59,5,Movement time,24,325,0.07384615384615385,2,N2
59,6,unknown_stage,0,325,0.0,2,N2
60,0,Awake,23,84,0.27380952380952384,2,N2
60,1,N1,12,84,0.14285714285714285,2,N2
60,2,N2,29,84,0.34523809523809523,2,N2
60,3,N3,10,84,0.11904761904761904,2,N2
60,4,REM,7,84,0.08333333333333333,2,N2
60,5,Movement time,3,84,0.03571428571428571,2,N2
60,6,unknown_stage,0,84,0.0,2,N2
61,0,Awake,24,106,0.22641509433962265,2,N2
61,1,N1,17,106,0.16037735849056603,2,N2
61,2,N2,35,106,0.330188679245283,2,N2
61,3,N3,10,106,0.09433962264150944,2,N2
61,4,REM,12,106,0.11320754716981132,2,N2
61,5,Movement time,8,106,0.07547169811320754,2,N2
61,6,unknown_stage,0,106,0.0,2,N2
